name,category,download_url,n,m,density,k_min,k_avg,k_max,r,t,t_min,t_avg,t_max,C_avg,C,LCC,class
DD-g26,protein,http://nrvis.com/./download/data/protein/DD_g26.zip,431,1162,0.012539793881184914,2,5.392111368909513,11,0.2425222423468225,2628,0,6.0974477958236655,18,0.4926331595705142,0.4677821288714845,1.0,2.0
DD-g260,protein,http://nrvis.com/./download/data/protein/DD_g260.zip,312,727,0.014984747299859841,1,4.660256410256411,9,0.3611064899275441,1401,0,4.490384615384615,14,0.4787087912087911,0.4698189134808853,1.0,1.0
DD-g261,protein,http://nrvis.com/./download/data/protein/DD_g261.zip,629,1526,0.007726347553998359,2,4.85214626391097,10,0.30614197242262425,2967,0,4.717011128775835,16,0.4562646680293738,0.4433652121936641,1.0,0.0
DD-g262,protein,http://nrvis.com/./download/data/protein/DD_g262.zip,128,331,0.04072342519685039,1,5.171875,10,0.2274894239803923,699,0,5.4609375,18,0.4952566964285714,0.4580602883355177,0.984375,1.0
DD-g263,protein,http://nrvis.com/./download/data/protein/DD_g263.zip,190,501,0.0279030910609858,1,5.273684210526316,10,0.2459328449058221,1173,0,6.173684210526316,18,0.5062155388471179,0.4926501469970601,1.0,0.0
DD-g264,protein,http://nrvis.com/./download/data/protein/DD_g264.zip,386,908,0.012219904447883723,1,4.704663212435234,9,0.2508623281558123,1665,0,4.313471502590674,12,0.4568940702360392,0.4390822784810127,1.0,0.0
DD-g265,protein,http://nrvis.com/./download/data/protein/DD_g265.zip,499,1292,0.010398306653467578,2,5.1783567134268536,10,0.3425977888407552,2853,0,5.717434869739479,22,0.4952174189649141,0.4664813603662524,1.0,0.0
DD-g266,protein,http://nrvis.com/./download/data/protein/DD_g266.zip,314,742,0.01509940782645856,1,4.726114649681528,9,0.1893719903200264,1461,0,4.6528662420382165,14,0.4948817106460419,0.4729685982518614,1.0,0.0
DD-g267,protein,http://nrvis.com/./download/data/protein/DD_g267.zip,211,531,0.023967501692620168,1,5.033175355450237,10,0.34950499496013004,1128,0,5.345971563981043,14,0.4681636951779135,0.4561261625556005,1.0,0.0
DD-g268,protein,http://nrvis.com/./download/data/protein/DD_g268.zip,803,2774,0.008614826569938791,2,6.909090909090909,17,0.5399820563817925,7455,0,9.283935242839352,40,0.4513452931297785,0.3885645783383717,1.0,5.0
DD-g269,protein,http://nrvis.com/./download/data/protein/DD_g269.zip,354,790,0.012643843728493462,1,4.463276836158191,9,0.3341268856842136,1470,0,4.152542372881356,14,0.4698121244731417,0.4691988509415895,1.0,5.0
DD-g27,protein,http://nrvis.com/./download/data/protein/DD_g27.zip,363,1030,0.015676605330045813,1,5.674931129476584,11,0.32140663796721675,2589,0,7.132231404958677,22,0.5135510953692767,0.488398415393322,1.0,1.0
DD-g270,protein,http://nrvis.com/./download/data/protein/DD_g270.zip,444,1026,0.01043255445061314,1,4.621621621621622,9,0.20654737318440644,1749,0,3.939189189189189,12,0.4368707993707997,0.4093142990872923,0.5,1.0
DD-g271,protein,http://nrvis.com/./download/data/protein/DD_g271.zip,322,757,0.014647549389524197,1,4.7018633540372665,11,0.40260019489954535,1479,0,4.593167701863353,19,0.44391026502827735,0.4539594843462247,1.0,0.0
DD-g272,protein,http://nrvis.com/./download/data/protein/DD_g272.zip,476,1231,0.010888987173816896,1,5.1722689075630255,9,0.24309390946224696,2607,0,5.476890756302521,16,0.4646408563425372,0.4496378061400483,1.0,1.0
DD-g273,protein,http://nrvis.com/./download/data/protein/DD_g273.zip,456,1131,0.010902255639097743,1,4.9605263157894735,9,0.2714124551908356,2244,0,4.921052631578949,16,0.4598022834864942,0.4459459459459459,1.0,1.0
DD-g274,protein,http://nrvis.com/./download/data/protein/DD_g274.zip,302,838,0.018437438120173368,2,5.549668874172187,10,0.2830796345451761,2013,0,6.6655629139072845,21,0.5166298749080207,0.4753246753246753,1.0,5.0
DD-g275,protein,http://nrvis.com/./download/data/protein/DD_g275.zip,331,721,0.013201501419024078,1,4.356495468277946,9,0.2311991061853463,1176,0,3.5528700906344413,13,0.4439696926101761,0.4270152505446623,1.0,5.0
DD-g276,protein,http://nrvis.com/./download/data/protein/DD_g276.zip,345,825,0.013902932254802831,1,4.782608695652174,8,0.1783140887120063,1656,0,4.8,14,0.5068115942028982,0.4787510841283608,1.0,1.0
DD-g277,protein,http://nrvis.com/./download/data/protein/DD_g277.zip,271,669,0.018286182861828617,1,4.937269372693726,10,0.3472306255074619,1356,0,5.003690036900369,18,0.4568880688806886,0.4450278962914342,1.0,2.0
DD-g278,protein,http://nrvis.com/./download/data/protein/DD_g278.zip,471,1151,0.010398879703663549,1,4.887473460721869,9,0.3208932691736157,2373,0,5.038216560509555,15,0.4848111077410439,0.4701803051317615,1.0,5.0
DD-g279,protein,http://nrvis.com/./download/data/protein/DD_g279.zip,415,1040,0.01210639660089634,2,5.0120481927710845,10,0.1169713315353107,2019,0,4.865060240963857,18,0.4650047810288774,0.4392950391644909,1.0,5.0
DD-g28,protein,http://nrvis.com/./download/data/protein/DD_g28.zip,258,703,0.0212047175217929,1,5.449612403100775,11,0.31380332598038546,1644,0,6.372093023255812,18,0.4781941787755744,0.4724137931034483,1.0,2.0
DD-g280,protein,http://nrvis.com/./download/data/protein/DD_g280.zip,296,889,0.020361887311039845,2,6.006756756756758,11,0.3744059711886133,2340,0,7.905405405405406,21,0.5192513942513943,0.47339672263807403,1.0,1.0
DD-g281,protein,http://nrvis.com/./download/data/protein/DD_g281.zip,512,1218,0.009310787671232876,1,4.7578125,10,0.19124879280885207,2331,0,4.552734375,15,0.4685050843253973,0.4549180327868853,1.0,0.0
DD-g282,protein,http://nrvis.com/./download/data/protein/DD_g282.zip,592,1662,0.009500617368637674,2,5.614864864864867,12,0.1635222503881525,3612,0,6.101351351351353,17,0.4748955530205533,0.4251912889935256,1.0,2.0
DD-g283,protein,http://nrvis.com/./download/data/protein/DD_g283.zip,231,518,0.01949934123847168,1,4.484848484848484,9,0.3913265998892848,954,0,4.12987012987013,13,0.4571634714491857,0.4595375722543353,1.0,5.0
DD-g284,protein,http://nrvis.com/./download/data/protein/DD_g284.zip,327,858,0.01609725896324647,1,5.2477064220183465,10,0.2126724113414657,1866,0,5.706422018348624,16,0.4992330469394688,0.4624535315985129,1.0,2.0
DD-g285,protein,http://nrvis.com/./download/data/protein/DD_g285.zip,220,520,0.021585720215857203,1,4.727272727272728,9,0.3806111198613931,975,0,4.431818181818182,14,0.455790043290043,0.44398907103825136,1.0,1.0
DD-g286,protein,http://nrvis.com/./download/data/protein/DD_g286.zip,358,878,0.013739574041907263,1,4.905027932960894,11,0.2919112557018139,1701,0,4.751396648044691,18,0.470844115536853,0.4391944229279629,1.0,5.0
DD-g287,protein,http://nrvis.com/./download/data/protein/DD_g287.zip,504,1199,0.009459118306036796,1,4.757936507936508,10,0.2893532596579725,2190,0,4.345238095238095,17,0.44487433862433867,0.4310175162369612,0.5,0.0
DD-g288,protein,http://nrvis.com/./download/data/protein/DD_g288.zip,293,868,0.020290803684136702,1,5.924914675767917,10,0.1905038566640156,2298,0,7.843003412969281,18,0.5204073893493695,0.4911305834580039,1.0,2.0
DD-g289,protein,http://nrvis.com/./download/data/protein/DD_g289.zip,372,872,0.012636582326174536,1,4.688172043010753,8,0.2640368785886021,1689,0,4.540322580645161,14,0.47576804915514603,0.4664457332228666,1.0,2.0
DD-g29,protein,http://nrvis.com/./download/data/protein/DD_g29.zip,393,1161,0.015072441190216545,2,5.908396946564888,12,0.2989128777789285,2907,0,7.396946564885495,21,0.5091786641404965,0.4606973058637084,1.0,1.0
DD-g290,protein,http://nrvis.com/./download/data/protein/DD_g290.zip,352,977,0.015815203315203315,2,5.551136363636363,10,0.28387410520677464,2520,0,7.159090909090909,19,0.5406588203463201,0.509399636143117,1.0,0.0
DD-g291,protein,http://nrvis.com/./download/data/protein/DD_g291.zip,262,737,0.02155538007077886,2,5.6259541984732815,10,0.2162493437067433,1704,0,6.5038167938931295,18,0.4914788561735123,0.4484210526315789,1.0,5.0
DD-g292,protein,http://nrvis.com/./download/data/protein/DD_g292.zip,173,498,0.03347224089259309,1,5.7572254335260125,10,0.3452692020552464,1284,0,7.421965317919075,18,0.5290210111019359,0.4871016691957512,1.0,1.0
DD-g293,protein,http://nrvis.com/./download/data/protein/DD_g293.zip,438,1042,0.01088785095556043,1,4.757990867579909,9,0.2770384463001643,1968,0,4.493150684931507,13,0.4652786837718344,0.4466636404902406,1.0,1.0
DD-g295,protein,http://nrvis.com/./download/data/protein/DD_g295.zip,197,533,0.027607997513726303,1,5.411167512690357,11,0.17828713374357805,1215,0,6.16751269035533,18,0.5095977908160649,0.4673076923076923,1.0,1.0
DD-g296,protein,http://nrvis.com/./download/data/protein/DD_g296.zip,157,360,0.029397354238118567,1,4.5859872611464985,8,0.1900573072659954,687,0,4.375796178343949,12,0.477691841067637,0.4754325259515571,1.0,2.0
DD-g297,protein,http://nrvis.com/./download/data/protein/DD_g297.zip,198,424,0.0217402450904989,2,4.282828282828283,9,0.3251378864179545,621,0,3.1363636363636362,13,0.3750481000480999,0.3903205531112508,1.0,0.0
DD-g298,protein,http://nrvis.com/./download/data/protein/DD_g298.zip,427,1039,0.0114237336587833,1,4.866510538641687,12,0.16603045308423595,1899,0,4.447306791569087,20,0.4369945693130707,0.4215316315205328,1.0,1.0
DD-g299,protein,http://nrvis.com/./download/data/protein/DD_g299.zip,571,1592,0.009782775678249915,2,5.576182136602452,12,0.28873572333359754,3477,0,6.0893169877408075,21,0.4687966732625233,0.4242830994508847,1.0,0.0
DD-g3,protein,http://nrvis.com/./download/data/protein/DD_g3.zip,188,451,0.02565707133917397,1,4.797872340425532,9,0.2205063862181753,894,0,4.75531914893617,13,0.4959050996285034,0.4710221285563752,1.0,1.0
DD-g30,protein,http://nrvis.com/./download/data/protein/DD_g30.zip,242,614,0.0210555193580467,1,5.074380165289257,11,0.3346308857539986,1233,0,5.095041322314049,19,0.4847158121951509,0.4403571428571429,1.0,1.0
DD-g300,protein,http://nrvis.com/./download/data/protein/DD_g300.zip,277,629,0.016454769005389003,1,4.541516245487363,9,0.3362915680552271,1089,0,3.931407942238267,11,0.4538364563635322,0.434037465125548,1.0,5.0
DD-g301,protein,http://nrvis.com/./download/data/protein/DD_g301.zip,445,1063,0.010760198400647838,1,4.7775280898876415,8,0.2903949587088017,1965,0,4.415730337078652,13,0.4480417335473515,0.43754175016700064,1.0,1.0
DD-g302,protein,http://nrvis.com/./download/data/protein/DD_g302.zip,555,1494,0.009718021270367841,1,5.383783783783784,9,0.2503918990069232,3504,0,6.313513513513514,17,0.5120306020306022,0.4891805109590954,1.0,2.0
DD-g303,protein,http://nrvis.com/./download/data/protein/DD_g303.zip,209,534,0.02456753772543246,1,5.110047846889953,10,0.2708024267802863,1119,0,5.354066985645933,16,0.4640882509303561,0.4497588424437299,1.0,5.0
DD-g304,protein,http://nrvis.com/./download/data/protein/DD_g304.zip,370,940,0.013769867428404014,1,5.081081081081081,11,0.2521325844906908,1740,0,4.702702702702703,15,0.4396355446355448,0.40110650069156295,1.0,0.0
DD-g305,protein,http://nrvis.com/./download/data/protein/DD_g305.zip,278,612,0.01589486533516869,1,4.402877697841727,9,0.32843454235494685,1098,0,3.949640287769784,11,0.4551872787484295,0.4627054361567636,1.0,2.0
DD-g306,protein,http://nrvis.com/./download/data/protein/DD_g306.zip,245,657,0.021980595516895282,2,5.363265306122449,10,0.2412410934559317,1536,0,6.2693877551020405,18,0.5231843213475864,0.4978930307941653,1.0,1.0
DD-g307,protein,http://nrvis.com/./download/data/protein/DD_g307.zip,344,1030,0.01745881076683165,2,5.988372093023256,11,0.2359778650603593,2730,0,7.936046511627908,20,0.510006418000604,0.4849884526558891,1.0,0.0
DD-g308,protein,http://nrvis.com/./download/data/protein/DD_g308.zip,232,559,0.020861322585460515,1,4.818965517241379,11,0.2744301599330142,1089,0,4.693965517241379,21,0.4604853958302233,0.44340390879478825,1.0,0.0
DD-g309,protein,http://nrvis.com/./download/data/protein/DD_g309.zip,306,746,0.0159862852244723,1,4.875816993464053,9,0.2297332373678927,1482,0,4.8431372549019605,14,0.4742245046166615,0.4550199570156586,1.0,1.0
DD-g31,protein,http://nrvis.com/./download/data/protein/DD_g31.zip,557,1497,0.009667669813879596,1,5.375224416517057,12,0.4696611998795434,3108,0,5.579892280071814,21,0.4507520705904914,0.39892183288409705,1.0,2.0
DD-g310,protein,http://nrvis.com/./download/data/protein/DD_g310.zip,636,1494,0.007398603476452236,2,4.69811320754717,10,0.21466932123526672,2817,0,4.429245283018868,14,0.4824099031646206,0.4547949628672909,1.0,0.0
DD-g311,protein,http://nrvis.com/./download/data/protein/DD_g311.zip,308,737,0.015588645881805491,2,4.785714285714286,8,0.3018967318325508,1524,0,4.9480519480519485,13,0.4852427334570194,0.4906632324533162,1.0,1.0
DD-g312,protein,http://nrvis.com/./download/data/protein/DD_g312.zip,239,572,0.020111810414542387,1,4.7866108786610875,10,0.2519143634330465,1071,0,4.481171548117155,15,0.4508965929468021,0.4348355663824604,1.0,2.0
DD-g313,protein,http://nrvis.com/./download/data/protein/DD_g313.zip,639,1494,0.007329241909135061,2,4.676056338028169,11,0.3188875439616474,2385,0,3.732394366197183,20,0.4041051019924272,0.3796561604584528,1.0,1.0
DD-g314,protein,http://nrvis.com/./download/data/protein/DD_g314.zip,347,946,0.01575852476220619,2,5.452449567723342,12,0.2883611071686484,2232,0,6.432276657060517,22,0.5030783337699767,0.4737847590745065,1.0,5.0
DD-g315,protein,http://nrvis.com/./download/data/protein/DD_g315.zip,404,933,0.011461071665479204,1,4.618811881188119,8,0.22734722772004906,1836,0,4.544554455445544,13,0.4804809052333804,0.4831578947368421,1.0,1.0
DD-g316,protein,http://nrvis.com/./download/data/protein/DD_g316.zip,241,610,0.0210926694329184,2,5.062240663900416,11,0.2276229544210859,1332,0,5.526970954356846,19,0.5145335991809016,0.4873765093304062,1.0,1.0
DD-g318,protein,http://nrvis.com/./download/data/protein/DD_g318.zip,464,1340,0.01247486407983913,1,5.775862068965517,10,0.16807166202136672,3375,0,7.273706896551722,21,0.5217638204707175,0.4853321829163072,1.0,2.0
DD-g319,protein,http://nrvis.com/./download/data/protein/DD_g319.zip,259,613,0.018347250905390442,1,4.7335907335907335,9,0.19021259605763066,1107,0,4.274131274131274,12,0.4375007660721941,0.42527852477910105,1.0,5.0
DD-g32,protein,http://nrvis.com/./download/data/protein/DD_g32.zip,173,475,0.03192633418470225,2,5.491329479768788,9,0.223246375663298,1263,0,7.300578034682081,16,0.5816726305165608,0.5422928295405753,1.0,5.0
DD-g320,protein,http://nrvis.com/./download/data/protein/DD_g320.zip,236,570,0.020555355210962856,1,4.830508474576272,10,0.2311109617832711,1101,0,4.665254237288137,18,0.44866491794457897,0.4427020506634499,1.0,2.0
DD-g321,protein,http://nrvis.com/./download/data/protein/DD_g321.zip,205,457,0.021855571496891442,1,4.458536585365853,9,0.31608685029084704,807,0,3.9365853658536585,14,0.4482152535811069,0.4480843975569128,1.0,5.0
DD-g322,protein,http://nrvis.com/./download/data/protein/DD_g322.zip,157,329,0.026865915400947248,2,4.191082802547771,8,0.27078715724146585,543,0,3.4585987261146496,11,0.4529723991507429,0.43509615384615385,1.0,5.0
DD-g323,protein,http://nrvis.com/./download/data/protein/DD_g323.zip,664,1848,0.00839557324319904,1,5.566265060240964,11,0.22876454744117705,4581,0,6.899096385542169,19,0.5215685251829832,0.4935358758888171,1.0,5.0
DD-g324,protein,http://nrvis.com/./download/data/protein/DD_g324.zip,135,301,0.033278054173576564,1,4.45925925925926,9,0.27683953623629337,504,0,3.733333333333333,14,0.4611522633744856,0.428936170212766,1.0,1.0
DD-g325,protein,http://nrvis.com/./download/data/protein/DD_g325.zip,327,702,0.013170484606292564,1,4.293577981651376,10,0.3515050011009749,1194,0,3.651376146788991,13,0.4079195184699769,0.4340239912758997,1.0,5.0
DD-g326,protein,http://nrvis.com/./download/data/protein/DD_g326.zip,317,789,0.01575290500339416,1,4.9779179810725545,12,0.3610418450490268,1482,0,4.6750788643533125,18,0.43828209995402395,0.41431367067374897,1.0,5.0
DD-g327,protein,http://nrvis.com/./download/data/protein/DD_g327.zip,248,615,0.020079665665404204,1,4.959677419354839,9,0.12229207160642915,1257,0,5.068548387096773,16,0.4965629800307221,0.4711394302848576,1.0,0.0
DD-g328,protein,http://nrvis.com/./download/data/protein/DD_g328.zip,242,706,0.024210418024073248,1,5.8347107438016526,9,0.1891467567402904,1866,0,7.710743801652892,17,0.5458054571690933,0.5010741138560687,1.0,0.0
DD-g329,protein,http://nrvis.com/./download/data/protein/DD_g329.zip,499,1236,0.009947606055484464,2,4.953907815631261,10,0.3387280144452585,2391,0,4.791583166332665,15,0.4634252632248626,0.4348063284233497,1.0,0.0
DD-g33,protein,http://nrvis.com/./download/data/protein/DD_g33.zip,435,1237,0.013104507654007098,1,5.68735632183908,13,0.20963695995311515,2898,0,6.662068965517242,26,0.4845670676705165,0.4486068111455108,1.0,0.0
DD-g330,protein,http://nrvis.com/./download/data/protein/DD_g330.zip,449,1178,0.011712535793827555,2,5.247216035634744,10,0.35345979671338235,2601,0,5.792873051224944,18,0.4841199137412953,0.4569571328179902,1.0,0.0
DD-g331,protein,http://nrvis.com/./download/data/protein/DD_g331.zip,131,295,0.034644744568408686,1,4.5038167938931295,8,0.13850646641635228,495,0,3.7786259541984735,11,0.4433660487095601,0.4263565891472868,1.0,0.0
DD-g332,protein,http://nrvis.com/./download/data/protein/DD_g332.zip,252,653,0.0206475684563334,1,5.182539682539684,10,0.3121782519606902,1398,0,5.547619047619048,16,0.4682256235827662,0.44736,1.0,5.0
DD-g333,protein,http://nrvis.com/./download/data/protein/DD_g333.zip,257,623,0.01893847276264592,1,4.848249027237354,10,0.2668779221629923,1296,0,5.042801556420233,15,0.4913161633005992,0.4796447076239823,1.0,5.0
DD-g334,protein,http://nrvis.com/./download/data/protein/DD_g334.zip,180,482,0.029919304779639975,1,5.3555555555555525,10,0.1690850276423112,1113,0,6.183333333333334,20,0.5118430335097,0.4782982380747744,1.0,2.0
DD-g335,protein,http://nrvis.com/./download/data/protein/DD_g335.zip,305,827,0.017838654012079378,2,5.42295081967213,10,0.2045863341446525,2055,0,6.737704918032787,18,0.5437887067395263,0.5056594488188977,1.0,5.0
DD-g336,protein,http://nrvis.com/./download/data/protein/DD_g336.zip,168,436,0.03108069575135444,2,5.190476190476192,10,0.18919740206935645,891,0,5.303571428571429,15,0.4999291383219958,0.43783783783783786,1.0,1.0
DD-g337,protein,http://nrvis.com/./download/data/protein/DD_g337.zip,159,421,0.03351643977390335,1,5.2955974842767315,9,0.29274750698277,975,0,6.132075471698112,14,0.4903913347309576,0.486284289276808,1.0,0.0
DD-g338,protein,http://nrvis.com/./download/data/protein/DD_g338.zip,516,1380,0.010386091668548205,2,5.348837209302325,11,0.4611852182792952,2739,0,5.308139534883721,18,0.4241186784791437,0.4010248901903368,1.0,0.0
DD-g339,protein,http://nrvis.com/./download/data/protein/DD_g339.zip,282,631,0.01592589788243608,1,4.4751773049645385,9,0.3962626515007294,1137,0,4.031914893617022,15,0.4731481481481482,0.4448356807511737,1.0,1.0
DD-g34,protein,http://nrvis.com/./download/data/protein/DD_g34.zip,220,492,0.020423412204234118,1,4.4727272727272736,8,0.17808125930653185,897,0,4.077272727272727,13,0.4759740259740258,0.4768740031897927,1.0,1.0
DD-g340,protein,http://nrvis.com/./download/data/protein/DD_g340.zip,188,502,0.028558425304357718,1,5.340425531914893,10,0.0844652249184748,1155,0,6.143617021276596,18,0.5223193177980412,0.4877533783783784,1.0,2.0
DD-g341,protein,http://nrvis.com/./download/data/protein/DD_g341.zip,214,510,0.02237725417928129,1,4.766355140186916,9,0.2764725910793336,1080,0,5.046728971962617,16,0.5210317460317456,0.5056179775280899,1.0,2.0
DD-g342,protein,http://nrvis.com/./download/data/protein/DD_g342.zip,312,687,0.014160277022013357,1,4.403846153846153,9,0.2398659897501376,1110,0,3.5576923076923075,12,0.4135429385429384,0.4157303370786517,1.0,2.0
DD-g343,protein,http://nrvis.com/./download/data/protein/DD_g343.zip,189,436,0.024541258583811777,2,4.613756613756613,9,0.2543875572030471,687,0,3.6349206349206336,11,0.38966994205089456,0.3812430632630411,1.0,5.0
DD-g344,protein,http://nrvis.com/./download/data/protein/DD_g344.zip,190,425,0.023670286828181564,1,4.473684210526316,9,0.283570026555825,795,0,4.1842105263157885,14,0.4765079365079363,0.4690265486725664,1.0,5.0
DD-g345,protein,http://nrvis.com/./download/data/protein/DD_g345.zip,336,742,0.01318407960199005,1,4.416666666666667,8,0.2511600414674774,1242,0,3.696428571428572,12,0.42124433106576004,0.4305025996533796,1.0,2.0
DD-g346,protein,http://nrvis.com/./download/data/protein/DD_g346.zip,192,463,0.025250872600349042,2,4.822916666666667,8,0.2539592869110826,927,0,4.828125,16,0.4830977182539682,0.4637318659329665,1.0,2.0
DD-g347,protein,http://nrvis.com/./download/data/protein/DD_g347.zip,280,709,0.0181515616999488,1,5.064285714285714,9,0.333410605137031,1548,0,5.5285714285714285,17,0.4677607709750565,0.4688067837674137,1.0,0.0
DD-g348,protein,http://nrvis.com/./download/data/protein/DD_g348.zip,469,1119,0.01019627139030124,1,4.771855010660982,10,0.2695419833812325,2175,0,4.637526652452027,14,0.4762987782177554,0.4553066778312749,1.0,2.0
DD-g349,protein,http://nrvis.com/./download/data/protein/DD_g349.zip,897,2087,0.005193402611880873,1,4.653288740245261,10,0.3344070224470197,4146,0,4.622073578595318,16,0.4706995098299441,0.4738827294547948,1.0,0.0
DD-g35,protein,http://nrvis.com/./download/data/protein/DD_g35.zip,344,802,0.013594141975727168,1,4.662790697674419,9,0.3569530595492975,1497,0,4.351744186046512,17,0.4570990217792546,0.4465990453460621,1.0,5.0
DD-g351,protein,http://nrvis.com/./download/data/protein/DD_g351.zip,297,726,0.016516516516516516,2,4.888888888888889,10,0.3709638956455374,1479,0,4.97979797979798,18,0.4995296884185774,0.4686311787072243,1.0,0.0
DD-g352,protein,http://nrvis.com/./download/data/protein/DD_g352.zip,257,605,0.01839129377431907,1,4.708171206225682,8,0.1517385853787266,990,0,3.8521400778210118,12,0.4317305910691127,0.3991935483870968,1.0,5.0
DD-g353,protein,http://nrvis.com/./download/data/protein/DD_g353.zip,272,739,0.02005100933362275,2,5.4338235294117645,10,0.3100713956032953,1719,0,6.319852941176473,18,0.4988095238095239,0.4744686723709633,1.0,0.0
DD-g354,protein,http://nrvis.com/./download/data/protein/DD_g354.zip,240,558,0.01945606694560669,2,4.65,9,0.3020741373709992,906,0,3.775,12,0.4322255291005292,0.3913606911447085,1.0,5.0
DD-g355,protein,http://nrvis.com/./download/data/protein/DD_g355.zip,213,480,0.02125963327132607,2,4.507042253521127,9,0.2253845445334793,840,0,3.943661971830986,11,0.4832625381921154,0.43478260869565216,1.0,5.0
DD-g356,protein,http://nrvis.com/./download/data/protein/DD_g356.zip,175,397,0.02607553366174056,2,4.5371428571428565,9,0.35127933549935475,711,0,4.062857142857143,15,0.4359591836734693,0.43327239488117003,1.0,0.0
DD-g357,protein,http://nrvis.com/./download/data/protein/DD_g357.zip,213,535,0.02369563291699885,1,5.023474178403756,11,0.21388443389667075,1125,0,5.28169014084507,17,0.5011195116828918,0.4675810473815462,1.0,5.0
DD-g358,protein,http://nrvis.com/./download/data/protein/DD_g358.zip,725,1751,0.006671746999428464,1,4.830344827586207,9,0.2700339255162975,3687,0,5.085517241379312,17,0.4980383141762454,0.4885384921160726,1.0,0.0
DD-g359,protein,http://nrvis.com/./download/data/protein/DD_g359.zip,208,577,0.02680230397621702,2,5.5480769230769225,11,0.09892976633718416,1404,0,6.75,18,0.5338040431790432,0.4841379310344828,1.0,1.0
DD-g36,protein,http://nrvis.com/./download/data/protein/DD_g36.zip,294,693,0.016089712335446125,1,4.714285714285714,9,0.2741253806444669,1296,0,4.408163265306122,14,0.465689450383328,0.44171779141104295,1.0,1.0
DD-g360,protein,http://nrvis.com/./download/data/protein/DD_g360.zip,306,722,0.01547198114218365,1,4.718954248366012,11,0.27264171798515685,1365,0,4.46078431372549,18,0.4446399098359881,0.4484231274638633,1.0,0.0
DD-g361,protein,http://nrvis.com/./download/data/protein/DD_g361.zip,123,290,0.03865120618419299,1,4.715447154471545,8,0.23277557829735196,585,0,4.7560975609756095,12,0.5030584591560203,0.4818780889621087,1.0,5.0
DD-g362,protein,http://nrvis.com/./download/data/protein/DD_g362.zip,192,504,0.0274869109947644,2,5.25,10,0.2195731502417236,1209,0,6.296875,17,0.5335772156084656,0.5048016701461377,1.0,2.0
DD-g363,protein,http://nrvis.com/./download/data/protein/DD_g363.zip,414,1023,0.011966171877741516,2,4.942028985507246,10,0.28671958331601866,2073,0,5.007246376811594,17,0.4728931830381108,0.4540078843626807,1.0,2.0
DD-g364,protein,http://nrvis.com/./download/data/protein/DD_g364.zip,394,931,0.012025161131992613,1,4.725888324873097,9,0.2364924862422184,1746,0,4.431472081218273,13,0.4635001208605271,0.4536243180046766,1.0,5.0
DD-g365,protein,http://nrvis.com/./download/data/protein/DD_g365.zip,99,239,0.04926819212533498,2,4.828282828282829,10,0.2503101988751681,456,0,4.606060606060606,14,0.4849286515953182,0.43304843304843305,1.0,0.0
DD-g366,protein,http://nrvis.com/./download/data/protein/DD_g366.zip,338,767,0.013467244921250857,1,4.538461538461538,11,0.22062662906692945,1239,0,3.6656804733727815,17,0.43242569396415537,0.3978805394990366,1.0,1.0
DD-g367,protein,http://nrvis.com/./download/data/protein/DD_g367.zip,263,689,0.019998258497082984,1,5.239543726235741,10,0.24555452967193306,1680,0,6.387832699619772,18,0.5491218540648196,0.5156537753222836,1.0,2.0
DD-g368,protein,http://nrvis.com/./download/data/protein/DD_g368.zip,116,271,0.04062968515742129,1,4.672413793103448,8,0.17831564640075195,504,0,4.344827586206897,12,0.4684729064039407,0.4532374100719425,1.0,0.0
DD-g369,protein,http://nrvis.com/./download/data/protein/DD_g369.zip,343,845,0.014406765212350603,1,4.927113702623907,9,0.3416820484681565,1764,0,5.142857142857143,17,0.4758549678374749,0.4707766212970376,1.0,5.0
DD-g37,protein,http://nrvis.com/./download/data/protein/DD_g37.zip,534,1217,0.008551693122808497,1,4.558052434456929,9,0.19679428932539025,2124,0,3.97752808988764,12,0.4528104750014869,0.4386617100371748,1.0,5.0
DD-g370,protein,http://nrvis.com/./download/data/protein/DD_g370.zip,419,1051,0.012001690057210721,1,5.016706443914081,10,0.12817505720823769,2100,0,5.011933174224343,14,0.4673144675531311,0.449486301369863,1.0,0.0
DD-g371,protein,http://nrvis.com/./download/data/protein/DD_g371.zip,257,631,0.019181663424124515,1,4.910505836575876,9,0.2107646554968534,1215,0,4.727626459143969,14,0.4690507071830026,0.43862815884476536,1.0,2.0
DD-g372,protein,http://nrvis.com/./download/data/protein/DD_g372.zip,336,921,0.016364605543710022,2,5.482142857142856,11,0.3062225198584386,1980,0,5.892857142857142,19,0.4538413471449189,0.4277381723914453,1.0,0.0
DD-g373,protein,http://nrvis.com/./download/data/protein/DD_g373.zip,616,1650,0.008710801393728224,1,5.357142857142857,11,0.2850603301403989,3771,0,6.121753246753247,18,0.4910354706620942,0.4669969040247678,1.0,0.0
DD-g374,protein,http://nrvis.com/./download/data/protein/DD_g374.zip,259,658,0.019694112717368532,1,5.081081081081081,9,0.2410913922917469,1323,0,5.108108108108109,15,0.4605748605748604,0.4402662229617305,1.0,2.0
DD-g375,protein,http://nrvis.com/./download/data/protein/DD_g375.zip,471,1100,0.009938112662058995,2,4.670912951167728,9,0.21134838940953488,1965,0,4.171974522292993,15,0.451941158629057,0.4352159468438537,1.0,0.0
