name,category,download_url,n,m,density,k_min,k_avg,k_max,r,t,t_min,t_avg,t_max,C_avg,C,LCC,class,resource_allocation,jaccard_coefficient,preferential_attachment,community,sorensen_neighbours
DD-g315,protein,http://nrvis.com/./download/data/protein/DD_g315.zip,404,933,0.011461071665479204,1,4.618811881188119,8,0.22734722772004906,1836,0,4.544554455445544,13,0.4804809052333804,0.4831578947368421,1.0,0.0,0.927116827438371,0.8928188638799572,0.34083601286173637,0.8638799571275455,0.9271168274383708
DD-g316,protein,http://nrvis.com/./download/data/protein/DD_g316.zip,241,610,0.0210926694329184,2,5.062240663900416,11,0.2276229544210859,1332,0,5.526970954356846,19,0.5145335991809016,0.4873765093304062,1.0,1.0,0.9245901639344263,0.9393442622950819,0.3950819672131147,0.8459016393442622,0.921311475409836
DD-g318,protein,http://nrvis.com/./download/data/protein/DD_g318.zip,464,1340,0.01247486407983913,1,5.775862068965517,10,0.16807166202136672,3375,0,7.273706896551722,21,0.5217638204707175,0.4853321829163072,1.0,0.0,0.9589552238805971,0.9507462686567164,0.3858208955223881,0.8410447761194031,0.9559701492537314
DD-g319,protein,http://nrvis.com/./download/data/protein/DD_g319.zip,259,613,0.018347250905390442,1,4.7335907335907335,9,0.19021259605763066,1107,0,4.274131274131274,12,0.4375007660721941,0.42527852477910105,1.0,1.0,0.8890701468189233,0.9282218597063621,0.3621533442088092,0.8058727569331158,0.9216965742251224
DD-g32,protein,http://nrvis.com/./download/data/protein/DD_g32.zip,173,475,0.03192633418470225,2,5.491329479768788,9,0.223246375663298,1263,0,7.300578034682081,16,0.5816726305165608,0.5422928295405753,1.0,1.0,0.9473684210526315,0.9663157894736842,0.37473684210526315,0.8968421052631579,0.9389473684210526
DD-g320,protein,http://nrvis.com/./download/data/protein/DD_g320.zip,236,570,0.020555355210962856,1,4.830508474576272,10,0.2311109617832711,1101,0,4.665254237288137,18,0.44866491794457897,0.4427020506634499,1.0,0.0,0.9157894736842106,0.9087719298245613,0.4368421052631579,0.8140350877192983,0.8912280701754386
DD-g321,protein,http://nrvis.com/./download/data/protein/DD_g321.zip,205,457,0.021855571496891442,1,4.458536585365853,9,0.31608685029084704,807,0,3.9365853658536585,14,0.4482152535811069,0.4480843975569128,1.0,1.0,0.8643326039387307,0.8665207877461707,0.3698030634573304,0.8074398249452954,0.8621444201312911
DD-g322,protein,http://nrvis.com/./download/data/protein/DD_g322.zip,157,329,0.026865915400947248,2,4.191082802547771,8,0.27078715724146585,543,0,3.4585987261146496,11,0.4529723991507429,0.43509615384615385,1.0,4.0,0.8814589665653496,0.8510638297872339,0.4711246200607903,0.8085106382978724,0.8844984802431612
DD-g323,protein,http://nrvis.com/./download/data/protein/DD_g323.zip,664,1848,0.00839557324319904,1,5.566265060240964,11,0.22876454744117705,4581,0,6.899096385542169,19,0.5215685251829832,0.4935358758888171,1.0,4.0,0.943181818181818,0.9507575757575759,0.4209956709956709,0.877164502164502,0.9534632034632033
DD-g324,protein,http://nrvis.com/./download/data/protein/DD_g324.zip,135,301,0.033278054173576564,1,4.45925925925926,9,0.27683953623629337,504,0,3.733333333333333,14,0.4611522633744856,0.428936170212766,1.0,0.0,0.93687707641196,0.9269102990033222,0.4152823920265781,0.770764119601329,0.9169435215946843
DD-g325,protein,http://nrvis.com/./download/data/protein/DD_g325.zip,327,702,0.013170484606292564,1,4.293577981651376,10,0.3515050011009749,1194,0,3.651376146788991,13,0.4079195184699769,0.4340239912758997,1.0,1.0,0.8717948717948717,0.8746438746438746,0.4045584045584045,0.7920227920227919,0.8603988603988604
DD-g326,protein,http://nrvis.com/./download/data/protein/DD_g326.zip,317,789,0.01575290500339416,1,4.9779179810725545,12,0.3610418450490268,1482,0,4.6750788643533125,18,0.43828209995402395,0.41431367067374897,1.0,1.0,0.8998732572877057,0.9277566539923954,0.40811153358681873,0.7832699619771862,0.9188846641318122
DD-g327,protein,http://nrvis.com/./download/data/protein/DD_g327.zip,248,615,0.020079665665404204,1,4.959677419354839,9,0.12229207160642915,1257,0,5.068548387096773,16,0.4965629800307221,0.4711394302848576,1.0,0.0,0.9154471544715446,0.9073170731707316,0.35284552845528455,0.8585365853658538,0.8910569105691055
DD-g328,protein,http://nrvis.com/./download/data/protein/DD_g328.zip,242,706,0.024210418024073248,1,5.8347107438016526,9,0.1891467567402904,1866,0,7.710743801652892,17,0.5458054571690933,0.5010741138560687,1.0,4.0,0.9206798866855525,0.926345609065156,0.3909348441926346,0.7762039660056658,0.9376770538243628
DD-g329,protein,http://nrvis.com/./download/data/protein/DD_g329.zip,499,1236,0.009947606055484464,2,4.953907815631261,10,0.3387280144452585,2391,0,4.791583166332665,15,0.4634252632248626,0.4348063284233497,1.0,0.0,0.9142394822006472,0.912621359223301,0.44498381877022664,0.8163430420711975,0.9029126213592233
DD-g33,protein,http://nrvis.com/./download/data/protein/DD_g33.zip,435,1237,0.013104507654007098,1,5.68735632183908,13,0.20963695995311515,2898,0,6.662068965517242,26,0.4845670676705165,0.4486068111455108,1.0,0.0,0.9401778496362168,0.9385610347615198,0.3791430881164106,0.7914308811641066,0.9377526273241713
DD-g330,protein,http://nrvis.com/./download/data/protein/DD_g330.zip,449,1178,0.011712535793827555,2,5.247216035634744,10,0.35345979671338235,2601,0,5.792873051224944,18,0.4841199137412953,0.4569571328179902,1.0,1.0,0.9295415959252972,0.9482173174872666,0.42359932088285224,0.8302207130730052,0.9380305602716468
DD-g331,protein,http://nrvis.com/./download/data/protein/DD_g331.zip,131,295,0.034644744568408686,1,4.5038167938931295,8,0.13850646641635228,495,0,3.7786259541984735,11,0.4433660487095601,0.4263565891472868,1.0,1.0,0.7864406779661016,0.840677966101695,0.3830508474576271,0.7694915254237289,0.8033898305084746
DD-g332,protein,http://nrvis.com/./download/data/protein/DD_g332.zip,252,653,0.0206475684563334,1,5.182539682539684,10,0.3121782519606902,1398,0,5.547619047619048,16,0.4682256235827662,0.44736,1.0,0.0,0.9448698315467077,0.9418070444104134,0.4777947932618684,0.7917304747320062,0.9448698315467075
DD-g333,protein,http://nrvis.com/./download/data/protein/DD_g333.zip,257,623,0.01893847276264592,1,4.848249027237354,10,0.2668779221629923,1296,0,5.042801556420233,15,0.4913161633005992,0.4796447076239823,1.0,4.0,0.92776886035313,0.9197431781701445,0.3820224719101123,0.8475120385232745,0.9357945425361157
DD-g334,protein,http://nrvis.com/./download/data/protein/DD_g334.zip,180,482,0.029919304779639975,1,5.3555555555555525,10,0.1690850276423112,1113,0,6.183333333333334,20,0.5118430335097,0.4782982380747744,1.0,1.0,0.954356846473029,0.9605809128630705,0.3692946058091286,0.7551867219917011,0.9398340248962654
DD-g335,protein,http://nrvis.com/./download/data/protein/DD_g335.zip,305,827,0.017838654012079378,2,5.42295081967213,10,0.2045863341446525,2055,0,6.737704918032787,18,0.5437887067395263,0.5056594488188977,1.0,0.0,0.9467956469165659,0.9274486094316807,0.40507859733978235,0.8585247883917775,0.9443772672309553
DD-g336,protein,http://nrvis.com/./download/data/protein/DD_g336.zip,168,436,0.03108069575135444,2,5.190476190476192,10,0.18919740206935645,891,0,5.303571428571429,15,0.4999291383219958,0.43783783783783786,1.0,0.0,0.9197247706422018,0.9174311926605504,0.41284403669724773,0.768348623853211,0.908256880733945
DD-g337,protein,http://nrvis.com/./download/data/protein/DD_g337.zip,159,421,0.03351643977390335,1,5.2955974842767315,9,0.29274750698277,975,0,6.132075471698112,14,0.4903913347309576,0.486284289276808,1.0,1.0,0.9524940617577198,0.9619952494061756,0.42992874109263657,0.8289786223277908,0.9501187648456055
DD-g338,protein,http://nrvis.com/./download/data/protein/DD_g338.zip,516,1380,0.010386091668548205,2,5.348837209302325,11,0.4611852182792952,2739,0,5.308139534883721,18,0.4241186784791437,0.4010248901903368,1.0,1.0,0.9144927536231884,0.9166666666666667,0.41594202898550725,0.8347826086956521,0.91231884057971
DD-g339,protein,http://nrvis.com/./download/data/protein/DD_g339.zip,282,631,0.01592589788243608,1,4.4751773049645385,9,0.3962626515007294,1137,0,4.031914893617022,15,0.4731481481481482,0.4448356807511737,1.0,4.0,0.8557844690966719,0.8827258320126783,0.41362916006339145,0.8526148969889066,0.9112519809825674
DD-g34,protein,http://nrvis.com/./download/data/protein/DD_g34.zip,220,492,0.020423412204234118,1,4.4727272727272736,8,0.17808125930653185,897,0,4.077272727272727,13,0.4759740259740258,0.4768740031897927,1.0,0.0,0.9065040650406504,0.8821138211382114,0.2926829268292683,0.7886178861788616,0.8943089430894308
DD-g340,protein,http://nrvis.com/./download/data/protein/DD_g340.zip,188,502,0.028558425304357718,1,5.340425531914893,10,0.0844652249184748,1155,0,6.143617021276596,18,0.5223193177980412,0.4877533783783784,1.0,1.0,0.9262948207171315,0.9402390438247012,0.3346613545816733,0.7729083665338644,0.9123505976095618
DD-g341,protein,http://nrvis.com/./download/data/protein/DD_g341.zip,214,510,0.02237725417928129,1,4.766355140186916,9,0.2764725910793336,1080,0,5.046728971962617,16,0.5210317460317456,0.5056179775280899,1.0,4.0,0.9098039215686274,0.9372549019607843,0.3509803921568627,0.8529411764705883,0.9470588235294117
DD-g342,protein,http://nrvis.com/./download/data/protein/DD_g342.zip,312,687,0.014160277022013357,1,4.403846153846153,9,0.2398659897501376,1110,0,3.5576923076923075,12,0.4135429385429384,0.4157303370786517,1.0,0.0,0.8850072780203784,0.8689956331877728,0.3740902474526928,0.8093158660844251,0.8588064046579331
DD-g343,protein,http://nrvis.com/./download/data/protein/DD_g343.zip,189,436,0.024541258583811777,2,4.613756613756613,9,0.2543875572030471,687,0,3.6349206349206336,11,0.38966994205089456,0.3812430632630411,1.0,0.0,0.8899082568807339,0.8899082568807339,0.39678899082568814,0.738532110091743,0.8555045871559633
DD-g344,protein,http://nrvis.com/./download/data/protein/DD_g344.zip,190,425,0.023670286828181564,1,4.473684210526316,9,0.283570026555825,795,0,4.1842105263157885,14,0.4765079365079363,0.4690265486725664,1.0,4.0,0.8352941176470587,0.8611764705882352,0.43529411764705883,0.8305882352941177,0.8705882352941177
DD-g345,protein,http://nrvis.com/./download/data/protein/DD_g345.zip,336,742,0.01318407960199005,1,4.416666666666667,8,0.2511600414674774,1242,0,3.696428571428572,12,0.42124433106576004,0.4305025996533796,1.0,4.0,0.8854447439353099,0.8935309973045822,0.3598382749326145,0.8396226415094339,0.9070080862533694
DD-g346,protein,http://nrvis.com/./download/data/protein/DD_g346.zip,192,463,0.025250872600349042,2,4.822916666666667,8,0.2539592869110826,927,0,4.828125,16,0.4830977182539682,0.4637318659329665,1.0,4.0,0.9287257019438446,0.9157667386609072,0.34773218142548595,0.838012958963283,0.9352051835853133
DD-g347,protein,http://nrvis.com/./download/data/protein/DD_g347.zip,280,709,0.0181515616999488,1,5.064285714285714,9,0.333410605137031,1548,0,5.5285714285714285,17,0.4677607709750565,0.4688067837674137,1.0,1.0,0.928067700987306,0.9393511988716501,0.44992947813822287,0.8363892806770098,0.929478138222849
DD-g348,protein,http://nrvis.com/./download/data/protein/DD_g348.zip,469,1119,0.01019627139030124,1,4.771855010660982,10,0.2695419833812325,2175,0,4.637526652452027,14,0.4762987782177554,0.4553066778312749,1.0,1.0,0.9151027703306525,0.9168900804289544,0.38248436103663985,0.8525469168900803,0.9115281501340482
DD-g349,protein,http://nrvis.com/./download/data/protein/DD_g349.zip,897,2087,0.005193402611880873,1,4.653288740245261,10,0.3344070224470197,4146,0,4.622073578595318,16,0.4706995098299441,0.4738827294547948,1.0,1.0,0.9012937230474366,0.9242932438907523,0.4595112601820796,0.8778150455198851,0.9084810733109727
DD-g35,protein,http://nrvis.com/./download/data/protein/DD_g35.zip,344,802,0.013594141975727168,1,4.662790697674419,9,0.3569530595492975,1497,0,4.351744186046512,17,0.4570990217792546,0.4465990453460621,1.0,4.0,0.899002493765586,0.9201995012468828,0.4526184538653366,0.8366583541147131,0.9239401496259351
DD-g351,protein,http://nrvis.com/./download/data/protein/DD_g351.zip,297,726,0.016516516516516516,2,4.888888888888889,10,0.3709638956455374,1479,0,4.97979797979798,18,0.4995296884185774,0.4686311787072243,1.0,4.0,0.9077134986225897,0.9104683195592287,0.36225895316804413,0.8112947658402203,0.9366391184573004
DD-g352,protein,http://nrvis.com/./download/data/protein/DD_g352.zip,257,605,0.01839129377431907,1,4.708171206225682,8,0.1517385853787266,990,0,3.8521400778210118,12,0.4317305910691127,0.3991935483870968,1.0,0.0,0.9008264462809917,0.8991735537190082,0.3652892561983471,0.7917355371900826,0.8892561983471075
DD-g353,protein,http://nrvis.com/./download/data/protein/DD_g353.zip,272,739,0.02005100933362275,2,5.4338235294117645,10,0.3100713956032953,1719,0,6.319852941176473,18,0.4988095238095239,0.4744686723709633,1.0,1.0,0.9580514208389714,0.9621109607577807,0.3870094722598105,0.8267929634641408,0.9499323410013533
DD-g354,protein,http://nrvis.com/./download/data/protein/DD_g354.zip,240,558,0.01945606694560669,2,4.65,9,0.3020741373709992,906,0,3.775,12,0.4322255291005292,0.3913606911447085,1.0,1.0,0.8637992831541219,0.9032258064516129,0.47491039426523296,0.8046594982078854,0.878136200716846
DD-g355,protein,http://nrvis.com/./download/data/protein/DD_g355.zip,213,480,0.02125963327132607,2,4.507042253521127,9,0.2253845445334793,840,0,3.943661971830986,11,0.4832625381921154,0.43478260869565216,1.0,4.0,0.8895833333333334,0.9041666666666666,0.4166666666666667,0.8125000000000001,0.9041666666666667
DD-g356,protein,http://nrvis.com/./download/data/protein/DD_g356.zip,175,397,0.02607553366174056,2,4.5371428571428565,9,0.35127933549935475,711,0,4.062857142857143,15,0.4359591836734693,0.43327239488117003,1.0,4.0,0.8387909319899243,0.8564231738035265,0.47858942065491183,0.783375314861461,0.8614609571788413
DD-g357,protein,http://nrvis.com/./download/data/protein/DD_g357.zip,213,535,0.02369563291699885,1,5.023474178403756,11,0.21388443389667075,1125,0,5.28169014084507,17,0.5011195116828918,0.4675810473815462,1.0,0.0,0.8990654205607477,0.8616822429906541,0.3495327102803738,0.82803738317757,0.8897196261682242
DD-g358,protein,http://nrvis.com/./download/data/protein/DD_g358.zip,725,1751,0.006671746999428464,1,4.830344827586207,9,0.2700339255162975,3687,0,5.085517241379312,17,0.4980383141762454,0.4885384921160726,1.0,0.0,0.9451741861793261,0.9308966304968589,0.3986293546544831,0.8812107367218731,0.941747572815534
DD-g359,protein,http://nrvis.com/./download/data/protein/DD_g359.zip,208,577,0.02680230397621702,2,5.5480769230769225,11,0.09892976633718416,1404,0,6.75,18,0.5338040431790432,0.4841379310344828,1.0,0.0,0.9566724436741767,0.9532062391681109,0.4090121317157712,0.8110918544194108,0.9480069324090119
DD-g36,protein,http://nrvis.com/./download/data/protein/DD_g36.zip,294,693,0.016089712335446125,1,4.714285714285714,9,0.2741253806444669,1296,0,4.408163265306122,14,0.465689450383328,0.44171779141104295,1.0,1.0,0.9148629148629149,0.9206349206349207,0.38383838383838387,0.8023088023088023,0.9004329004329005
DD-g360,protein,http://nrvis.com/./download/data/protein/DD_g360.zip,306,722,0.01547198114218365,1,4.718954248366012,11,0.27264171798515685,1365,0,4.46078431372549,18,0.4446399098359881,0.4484231274638633,1.0,1.0,0.9030470914127423,0.907202216066482,0.34210526315789475,0.8296398891966759,0.9044321329639888
DD-g361,protein,http://nrvis.com/./download/data/protein/DD_g361.zip,123,290,0.03865120618419299,1,4.715447154471545,8,0.23277557829735196,585,0,4.7560975609756095,12,0.5030584591560203,0.4818780889621087,1.0,1.0,0.9275862068965517,0.9310344827586207,0.3896551724137931,0.8206896551724138,0.9275862068965518
DD-g362,protein,http://nrvis.com/./download/data/protein/DD_g362.zip,192,504,0.0274869109947644,2,5.25,10,0.2195731502417236,1209,0,6.296875,17,0.5335772156084656,0.5048016701461377,1.0,4.0,0.9503968253968255,0.9464285714285714,0.4484126984126985,0.8412698412698413,0.9603174603174602
DD-g363,protein,http://nrvis.com/./download/data/protein/DD_g363.zip,414,1023,0.011966171877741516,2,4.942028985507246,10,0.28671958331601866,2073,0,5.007246376811594,17,0.4728931830381108,0.4540078843626807,1.0,0.0,0.9315738025415445,0.9257086999022484,0.4027370478983383,0.8856304985337244,0.9198435972629522
DD-g364,protein,http://nrvis.com/./download/data/protein/DD_g364.zip,394,931,0.012025161131992613,1,4.725888324873097,9,0.2364924862422184,1746,0,4.431472081218273,13,0.4635001208605271,0.4536243180046766,1.0,0.0,0.9237379162191193,0.908700322234157,0.39634801288936633,0.8775510204081631,0.9065520945220193
DD-g365,protein,http://nrvis.com/./download/data/protein/DD_g365.zip,99,239,0.04926819212533498,2,4.828282828282829,10,0.2503101988751681,456,0,4.606060606060606,14,0.4849286515953182,0.43304843304843305,1.0,0.0,0.9121338912133894,0.899581589958159,0.4184100418410042,0.7238493723849373,0.8661087866108788
DD-g366,protein,http://nrvis.com/./download/data/protein/DD_g366.zip,338,767,0.013467244921250857,1,4.538461538461538,11,0.22062662906692945,1239,0,3.6656804733727815,17,0.43242569396415537,0.3978805394990366,1.0,1.0,0.8996088657105605,0.9022164276401563,0.39374185136897,0.7835723598435463,0.8983050847457628
DD-g367,protein,http://nrvis.com/./download/data/protein/DD_g367.zip,263,689,0.019998258497082984,1,5.239543726235741,10,0.24555452967193306,1680,0,6.387832699619772,18,0.5491218540648196,0.5156537753222836,1.0,0.0,0.957910014513788,0.9564586357039186,0.4238026124818577,0.8447024673439767,0.9564586357039186
DD-g368,protein,http://nrvis.com/./download/data/protein/DD_g368.zip,116,271,0.04062968515742129,1,4.672413793103448,8,0.17831564640075195,504,0,4.344827586206897,12,0.4684729064039407,0.4532374100719425,1.0,1.0,0.9040590405904059,0.9188191881918819,0.31734317343173424,0.8154981549815498,0.8892988929889298
DD-g369,protein,http://nrvis.com/./download/data/protein/DD_g369.zip,343,845,0.014406765212350603,1,4.927113702623907,9,0.3416820484681565,1764,0,5.142857142857143,17,0.4758549678374749,0.4707766212970376,1.0,4.0,0.9076923076923077,0.9005917159763313,0.41775147928994083,0.8071005917159764,0.9159763313609468
DD-g37,protein,http://nrvis.com/./download/data/protein/DD_g37.zip,534,1217,0.008551693122808497,1,4.558052434456929,9,0.19679428932539025,2124,0,3.97752808988764,12,0.4528104750014869,0.4386617100371748,1.0,1.0,0.8849630238290879,0.8874281018898932,0.3599013968775678,0.8093672966310599,0.8874281018898931
DD-g370,protein,http://nrvis.com/./download/data/protein/DD_g370.zip,419,1051,0.012001690057210721,1,5.016706443914081,10,0.12817505720823769,2100,0,5.011933174224343,14,0.4673144675531311,0.449486301369863,1.0,1.0,0.9276879162702188,0.9305423406279735,0.36631779257849667,0.8658420551855376,0.9096098953377737
DD-g371,protein,http://nrvis.com/./download/data/protein/DD_g371.zip,257,631,0.019181663424124515,1,4.910505836575876,9,0.2107646554968534,1215,0,4.727626459143969,14,0.4690507071830026,0.43862815884476536,1.0,4.0,0.9334389857369254,0.9334389857369254,0.38827258320126784,0.8383518225039619,0.9461172741679873
DD-g372,protein,http://nrvis.com/./download/data/protein/DD_g372.zip,336,921,0.016364605543710022,2,5.482142857142856,11,0.3062225198584386,1980,0,5.892857142857142,19,0.4538413471449189,0.4277381723914453,1.0,1.0,0.9250814332247559,0.939196525515744,0.39956568946796966,0.8186753528773074,0.9348534201954399
DD-g373,protein,http://nrvis.com/./download/data/protein/DD_g373.zip,616,1650,0.008710801393728224,1,5.357142857142857,11,0.2850603301403989,3771,0,6.121753246753247,18,0.4910354706620942,0.4669969040247678,1.0,4.0,0.9454545454545454,0.9436363636363636,0.4460606060606061,0.8575757575757575,0.956969696969697
DD-g374,protein,http://nrvis.com/./download/data/protein/DD_g374.zip,259,658,0.019694112717368532,1,5.081081081081081,9,0.2410913922917469,1323,0,5.108108108108109,15,0.4605748605748604,0.4402662229617305,1.0,0.0,0.9179331306990882,0.9027355623100304,0.3708206686930091,0.7674772036474165,0.9072948328267477
DD-g375,protein,http://nrvis.com/./download/data/protein/DD_g375.zip,471,1100,0.009938112662058995,2,4.670912951167728,9,0.21134838940953488,1965,0,4.171974522292993,15,0.451941158629057,0.4352159468438537,1.0,4.0,0.9063636363636363,0.8945454545454545,0.39,0.8563636363636363,0.9090909090909092
DD-g376,protein,http://nrvis.com/./download/data/protein/DD_g376.zip,167,353,0.025467138013130358,2,4.227544910179641,9,0.3891245479867763,543,0,3.251497005988024,14,0.3826109685391124,0.3949090909090909,1.0,1.0,0.8271954674220964,0.8441926345609065,0.43342776203966005,0.7337110481586403,0.8045325779036827
DD-g377,protein,http://nrvis.com/./download/data/protein/DD_g377.zip,307,682,0.014519597198271271,1,4.44299674267101,9,0.2750721364947942,1131,0,3.6840390879478826,12,0.4584638850111166,0.4284090909090909,1.0,1.0,0.904692082111437,0.9193548387096775,0.39296187683284456,0.846041055718475,0.8929618768328446
DD-g378,protein,http://nrvis.com/./download/data/protein/DD_g378.zip,148,372,0.03419746276889134,1,5.027027027027027,9,0.2309705481219378,837,0,5.655405405405406,13,0.5062097812097813,0.4946808510638298,1.0,4.0,0.9193548387096775,0.9032258064516129,0.3763440860215054,0.846774193548387,0.922043010752688
DD-g379,protein,http://nrvis.com/./download/data/protein/DD_g379.zip,362,814,0.01245772179795228,1,4.497237569060773,9,0.3908711900452921,1572,0,4.3425414364640895,16,0.4639108129439626,0.4749244712990937,1.0,0.0,0.9054054054054053,0.9054054054054053,0.4803439803439804,0.8587223587223587,0.8943488943488944
DD-g38,protein,http://nrvis.com/./download/data/protein/DD_g38.zip,284,694,0.0172696959139999,1,4.887323943661972,8,0.28401800174411296,1554,0,5.471830985915493,13,0.5291582830315219,0.5221774193548387,1.0,0.0,0.9365994236311238,0.9308357348703169,0.36023054755043227,0.8731988472622478,0.9207492795389048
DD-g380,protein,http://nrvis.com/./download/data/protein/DD_g380.zip,404,977,0.012001572365673292,1,4.836633663366337,9,0.2724744271207142,2016,0,4.99009900990099,15,0.4853410341034108,0.4725738396624473,1.0,0.0,0.9355168884339815,0.9334698055271238,0.42784032753326506,0.8587512794268168,0.9170931422722621
DD-g381,protein,http://nrvis.com/./download/data/protein/DD_g381.zip,145,416,0.039846743295019166,1,5.737931034482759,9,0.2225279411437508,1029,0,7.096551724137932,18,0.504247400109469,0.47266881028938895,1.0,1.0,0.9350961538461539,0.9639423076923076,0.46153846153846156,0.8004807692307694,0.9519230769230769
DD-g382,protein,http://nrvis.com/./download/data/protein/DD_g382.zip,260,689,0.020463320463320462,1,5.3,9,0.2336275746111782,1440,0,5.538461538461538,14,0.4631898656898654,0.4343891402714932,1.0,1.0,0.9288824383164005,0.9361393323657474,0.4281567489114659,0.7634252539912917,0.9245283018867922
DD-g383,protein,http://nrvis.com/./download/data/protein/DD_g383.zip,164,352,0.026335478078707168,1,4.2926829268292686,8,0.27343152744508364,621,0,3.7865853658536586,9,0.4783101045296169,0.4683257918552036,1.0,1.0,0.8948863636363635,0.9034090909090909,0.4602272727272727,0.7954545454545453,0.8948863636363635
DD-g384,protein,http://nrvis.com/./download/data/protein/DD_g384.zip,418,995,0.011416703957408236,2,4.760765550239235,9,0.2693784021356205,1896,0,4.535885167464115,14,0.4538619275461386,0.44769775678866586,1.0,0.0,0.9125628140703517,0.9115577889447236,0.37085427135678395,0.8733668341708543,0.900502512562814
DD-g385,protein,http://nrvis.com/./download/data/protein/DD_g385.zip,442,1279,0.013123197997147578,2,5.787330316742081,13,0.2718177449945877,3243,0,7.3371040723981915,27,0.5053331786363461,0.4779661016949153,1.0,1.0,0.9390148553557467,0.9491790461297889,0.39953088350273647,0.856137607505864,0.9483971853010165
DD-g386,protein,http://nrvis.com/./download/data/protein/DD_g386.zip,294,701,0.01627545216038634,1,4.7687074829931975,10,0.3510670540873547,1455,0,4.9489795918367365,15,0.483719360760177,0.4846768820786143,1.0,4.0,0.9358059914407989,0.9286733238231102,0.39229671897289586,0.8616262482168331,0.9457917261055636
DD-g387,protein,http://nrvis.com/./download/data/protein/DD_g387.zip,360,841,0.01301454658000619,2,4.6722222222222225,9,0.2308008801522312,1500,0,4.166666666666667,14,0.4616468253968257,0.4329004329004329,1.0,1.0,0.9072532699167658,0.9250891795481571,0.41736028537455416,0.8049940546967895,0.9120095124851367
DD-g388,protein,http://nrvis.com/./download/data/protein/DD_g388.zip,478,1357,0.011903195529942194,2,5.677824267782428,11,0.21624679049375944,3276,0,6.853556485355647,18,0.5094646404269837,0.4654731457800512,1.0,1.0,0.9491525423728814,0.9579955784819454,0.4178334561532793,0.8526160648489316,0.9565217391304348
DD-g389,protein,http://nrvis.com/./download/data/protein/DD_g389.zip,351,772,0.012568172568172569,1,4.398860398860399,9,0.29572051356828183,1338,0,3.8119658119658117,12,0.4382942160719943,0.4494457507557944,1.0,0.0,0.9145077720207253,0.8976683937823835,0.4248704663212435,0.8730569948186528,0.9132124352331605
DD-g39,protein,http://nrvis.com/./download/data/protein/DD_g39.zip,263,628,0.01822773053144864,2,4.775665399239544,9,0.2950927094456849,1059,0,4.026615969581748,12,0.43326090892630803,0.3939732142857143,1.0,4.0,0.8964968152866242,0.8901273885350319,0.409235668789809,0.7372611464968154,0.8980891719745223
DD-g390,protein,http://nrvis.com/./download/data/protein/DD_g390.zip,405,982,0.01200342256447867,2,4.849382716049383,9,0.12596961411120616,1911,0,4.718518518518519,13,0.4850970017636686,0.4554337464251668,1.0,4.0,0.915478615071283,0.9164969450101833,0.35234215885947046,0.8523421588594705,0.9307535641547862
DD-g391,protein,http://nrvis.com/./download/data/protein/DD_g391.zip,131,293,0.034409864944216086,1,4.473282442748092,10,0.3215409648464055,522,0,3.984732824427481,15,0.4360050890585244,0.4375523889354568,1.0,1.0,0.856655290102389,0.8703071672354947,0.4709897610921502,0.7406143344709898,0.8361774744027304
DD-g392,protein,http://nrvis.com/./download/data/protein/DD_g392.zip,333,963,0.01742103549332465,1,5.783783783783784,10,0.1261561384273678,2460,0,7.387387387387387,18,0.5223199389866056,0.49338146811071,1.0,1.0,0.9698857736240913,0.9730010384215992,0.3541017653167186,0.8743509865005191,0.9667705088265837
DD-g393,protein,http://nrvis.com/./download/data/protein/DD_g393.zip,348,847,0.014028288449435223,1,4.867816091954023,10,0.25509619072730105,1620,0,4.655172413793104,16,0.4545908593322384,0.4385489983757445,1.0,1.0,0.9031877213695395,0.9161747343565525,0.360094451003542,0.8406139315230223,0.9055489964580874
DD-g394,protein,http://nrvis.com/./download/data/protein/DD_g394.zip,124,311,0.04078153684762654,2,5.016129032258065,9,0.2626138088012153,594,0,4.790322580645161,15,0.4551331285202254,0.4165497896213184,1.0,4.0,0.8938906752411575,0.9389067524115755,0.44372990353697744,0.7556270096463023,0.9453376205787781
DD-g395,protein,http://nrvis.com/./download/data/protein/DD_g395.zip,403,962,0.011876103354196758,1,4.774193548387096,9,0.2456023909057049,1959,0,4.861042183622828,16,0.5126806884871398,0.4807361963190184,1.0,4.0,0.9376299376299375,0.9293139293139292,0.344074844074844,0.8399168399168399,0.9397089397089398
DD-g396,protein,http://nrvis.com/./download/data/protein/DD_g396.zip,294,688,0.015973624944858492,1,4.680272108843537,9,0.26004764798462104,1245,0,4.2346938775510194,13,0.4434699276536009,0.42857142857142855,1.0,4.0,0.872093023255814,0.8793604651162791,0.40697674418604657,0.8473837209302326,0.8837209302325582
DD-g397,protein,http://nrvis.com/./download/data/protein/DD_g397.zip,553,1401,0.009179180753203871,1,5.066907775768535,10,0.30949857836799016,3015,0,5.452079566003617,19,0.4698857602112577,0.4670797831138652,1.0,0.0,0.9286224125624554,0.92790863668808,0.4318344039971449,0.8693790149892935,0.9107780157030694
DD-g398,protein,http://nrvis.com/./download/data/protein/DD_g398.zip,297,680,0.01547001547001547,1,4.579124579124579,9,0.3261480538763408,1254,0,4.2222222222222205,16,0.4716931216931213,0.456997084548105,1.0,1.0,0.8985294117647058,0.9102941176470589,0.3161764705882352,0.8808823529411764,0.8823529411764706
